Name;Vorname;PLZ;Straße;Hausnummer;Ort;n;VK ohne Ust;VK mit Ust;VK Gesamt;Stückpreis mit Ust;Stückpreis ohne Ust;Ust. % Satz;ZS Produkt;Zs ohne Ust;Gesamt Ust. Betrag;Betrag;Bestelldatum;Lieferdatum;KundenNr
Saal;Maxim;72537;Glienicker Weg;17;Mehrstetten;1; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;79,99 €;12.09.2018;14.09.2018;000255
Lacher;Andreas;71711;Genossenschaftsstraße;2;Murr;2; -   € ; -   € ; -   € ;149,99 €;126,04 €;19%;299,98 €;252,08 €;47,90 €;299,98 €;13.09.2018;15.09.2018;000256
Päckert;Kristian;72367;Bohrauer Pfad;25;Weilen unter den Rinnen;1;1,69 €;2,01 €;2,01 €;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;22,00 €;14.09.2018;16.09.2018;000257
Caballero;Bastian;72415;Handjerystraße;51;Grosselfingen;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;15.09.2018;17.09.2018;000258
Ober;Jean;72667;Bärdorfer Zeile;84;Schlaitdorf;2; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;99,98 €;84,02 €;15,96 €;99,98 €;16.09.2018;18.09.2018;000259
Jablonski;Theodor;72226;Silberberger Straße;12;Simmersfeld;2; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;159,98 €;134,44 €;25,54 €;159,98 €;17.09.2018;19.09.2018;000260
Eberherr;Fynn;71563;Vogelbeerstraße;28;Affalterbach;1; -   € ; -   € ; -   € ;5,99 €;5,03 €;19%;5,99 €;5,03 €;0,96 €;5,99 €;18.09.2018;20.09.2018;000261
Baam;Caecilia;71364;Rudower Chaussee;84;Winnenden;4;1,35 €;1,61 €;1,61 €;59,99 €;50,41 €;19%;239,96 €;201,65 €;38,31 €;241,57 €;19.09.2018;21.09.2018;000262
Baak;Christiane;71287;Ernst-Lau-Straße;26;Weissach;1;1,70 €;2,02 €;2,02 €;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;22,01 €;20.09.2018;22.09.2018;000263
Machinek;Gwen;72514;Agavensteig;1;Inzigkofen;2; -   € ; -   € ; -   € ;199,99 €;168,06 €;19%;399,98 €;336,12 €;63,86 €;399,98 €;21.09.2018;23.09.2018;000264
Baack;Berit;71263;Albert-Einstein-Straße;61;Weil der Stadt;1; -   € ; -   € ; -   € ;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;6,99 €;22.09.2018;24.09.2018;000265
Abdullah;Anette;69437;Moissistraße;2;Neckargerach;1;2,99 €;3,56 €;3,56 €;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;83,55 €;23.09.2018;25.09.2018;000266
Oberbichler;Klara;72820;Husstraße;9;Sonnenbühl;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;24.09.2018;26.09.2018;000267
Cagla;Dag;72525;Otto-Franke-Straße;1;Münsingen (Württemberg);2;1,35 €;1,61 €;1,61 €;99,99 €;84,03 €;19%;199,98 €;168,05 €;31,93 €;201,59 €;25.09.2018;27.09.2018;000268
Cakici;Eliot;72631;Ernst-Lau-Straße;1;Aichtal;1;3,99 €;4,75 €;4,75 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;6,74 €;26.09.2018;28.09.2018;000269
Dabow;Heike;68723;Felsenfest;8;Plankstadt;1;6,43 €;7,65 €;7,65 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;57,64 €;27.09.2018;29.09.2018;000270
Ebensperger;Miriam;71522;Radickestraße;6;Backnang;1;2,00 €;2,38 €;2,38 €;6,39 €;5,37 €;19%;6,39 €;5,37 €;1,02 €;8,77 €;28.09.2018;30.09.2018;000271
Maaß;Dario;72224;Köpenicker Straße;26;Ebhausen;3; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;5,97 €;5,02 €;0,95 €;5,97 €;29.09.2018;01.10.2018;000272
Kache;Bamika;69190;KGA Am Teltowkanal III;25;Walldorf (Baden);1;2,33 €;2,77 €;2,77 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;4,76 €;30.09.2018;02.10.2018;000273
Ebertz;Henri;71732;Thelenstraße;9;Tamm;1; -   € ; -   € ; -   € ;89,99 €;75,62 €;19%;89,99 €;75,62 €;14,37 €;89,99 €;01.10.2018;03.10.2018;000274
Baalmann;Caren;71299;Richard-Willstätter-Straße;6;Wimsheim;1;1,24 €;1,48 €;1,48 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;3,47 €;02.10.2018;04.10.2018;000275
Padgett;Jari;72348;Glanzstraße;45;Rosenfeld;1; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;29,99 €;03.10.2018;05.10.2018;000276
Jacquet;Yunus;72514;Heidekampweg;7;Inzigkofen;1;1,99 €;2,37 €;2,37 €;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;102,36 €;04.10.2018;06.10.2018;000277
Maatz;Dieter;72296;Radickestraße;84;Schopfloch (Schwarzwald);1;3,00 €;3,57 €;3,57 €;0,99 €;0,83 €;19%;0,99 €;0,83 €;0,16 €;4,56 €;05.10.2018;07.10.2018;000278
Päffgen;Kadmos;72379;Florian-Geyer-Straße;4;Hechingen;2;1,54 €;1,83 €;1,83 €;3,99 €;3,35 €;19%;7,98 €;6,71 €;1,27 €;9,81 €;06.10.2018;08.10.2018;000279
Oberhaus;Lena;72356;Büchnerweg;25;Dautmergen;1; -   € ; -   € ; -   € ;3,59 €;3,02 €;19%;3,59 €;3,02 €;0,57 €;3,59 €;07.10.2018;09.10.2018;000280
Abdalla;Edda;69221;Hoffmannstraße;9;Dossenheim;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;08.10.2018;10.10.2018;000281
Baberowski;Freya;71691;Dornbrunner Straße;29;Freiberg am Neckar;2;1,00 €;1,19 €;1,19 €;1,99 €;1,67 €;19%;3,98 €;3,34 €;0,64 €;5,17 €;09.10.2018;11.10.2018;000282
Pacyna;Jona;72229;Bodelschwinghstraße;9;Rohrdorf (Kreis Calw);1; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;79,99 €;10.10.2018;12.10.2018;000283
Oberhäuser;Louisa;72348;Altheider Straße;5;Rosenfeld;1; -   € ; -   € ; -   € ;16,99 €;14,28 €;19%;16,99 €;14,28 €;2,71 €;16,99 €;11.10.2018;13.10.2018;000284
Oancea;Juna;72639;Eschenbachstraße;26;Neuffen;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;12.10.2018;14.10.2018;000285
Dabrowska;Hanna;68723;Frauenlobstraße;1;Schwetzingen;1; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;79,99 €;13.10.2018;15.10.2018;000286
Ebadi;Lena;71149;Friedlander Straße;26;Bondorf;1;1,35 €;1,61 €;1,61 €;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;101,60 €;14.10.2018;16.10.2018;000287
Habelt;Tardis;69254;Felsenfest;9;Malsch bei Wiesloch;2; -   € ; -   € ; -   € ;359,99 €;302,51 €;19%;719,98 €;605,03 €;114,95 €;719,98 €;15.10.2018;17.10.2018;000288
Baars;Coco;71394;Silberberger Straße;6;Kernen im Remstal;1;1,65 €;1,96 €;1,96 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;51,95 €;16.10.2018;18.10.2018;000289
Labidi;Karl;71394;Hohenbirker Weg;9;Kernen im Remstal;1;1,99 €;2,37 €;2,37 €;6,39 €;5,37 €;19%;6,39 €;5,37 €;1,02 €;8,76 €;17.10.2018;19.10.2018;000290
Calabria;Fabio;72660;Thelenstraße;9;Beuren bei Nürtingen;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;18.10.2018;20.10.2018;000291
Backert;Badi;72411;Gemeinschaftsstraße;8;Bodelshausen;2; -   € ; -   € ; -   € ;6,39 €;5,37 €;19%;12,78 €;10,74 €;2,04 €;12,78 €;19.10.2018;21.10.2018;000292
Kaczor;Catherina;69245;Abram-Joffe-Straße;9;Bammental;2; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;7,98 €;6,71 €;1,27 €;7,98 €;20.10.2018;22.10.2018;000293
Kadar;Coco;69256;Richard-Willstätter-Straße;6;Mauer (Baden);1; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;32,99 €;21.10.2018;23.10.2018;000294
Abendroth;Arzu;71134;Rosenweg;14;Aidlingen;1; -   € ; -   € ; -   € ;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;19,99 €;22.10.2018;24.10.2018;000295
Haagen;Odett;72663;Radickestraße;2;Großbettlingen;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;23.10.2018;25.10.2018;000296
Baciu;Benedikt;72369;Bernstadter Weg;8;Zimmern unter der Burg;2; -   € ; -   € ; -   € ;3,59 €;3,02 €;19%;7,18 €;6,03 €;1,15 €;7,18 €;24.10.2018;26.10.2018;000297
Labe;Felix;71296;Eschenbachstraße;9;Heimsheim;1; -   € ; -   € ; -   € ;3,59 €;3,02 €;19%;3,59 €;3,02 €;0,57 €;3,59 €;25.10.2018;27.10.2018;000298
Pader;Jörn;72336;Forsthausallee;6;Balingen;5; -   € ; -   € ; -   € ;39,99 €;33,61 €;19%;199,95 €;168,03 €;31,92 €;199,95 €;26.10.2018;28.10.2018;000299
Abdul;Aglaia;69259;Glienicker Weg;3;Wilhelmsfeld;1; -   € ; -   € ; -   € ;149,99 €;126,04 €;19%;149,99 €;126,04 €;23,95 €;149,99 €;27.10.2018;29.10.2018;000300
Paech;Kylan;72365;Arndtstraße;14;Ratshausen;1;1,00 €;1,19 €;1,19 €;3,59 €;3,02 €;19%;3,59 €;3,02 €;0,57 €;4,78 €;28.10.2018;30.10.2018;000301
Abdulaziz;Annabelle;69429;Helbigstraße;7;Waldbrunn (Odenwald);1; -   € ; -   € ; -   € ;89,99 €;75,62 €;19%;89,99 €;75,62 €;14,37 €;89,99 €;29.10.2018;31.10.2018;000302
Pachtmann;Harun;72669;Bergaustraße;98;Unterensingen;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;30.10.2018;01.11.2018;000303
Dänzer;Klara;69469;Bärdorfer Zeile;9;Weinheim (Bergstraße);1; -   € ; -   € ; -   € ;60,99 €;51,25 €;19%;60,99 €;51,25 €;9,74 €;60,99 €;31.10.2018;02.11.2018;000304
Calandra;Fabiola;72667;Carl-Scheele-Straße;15;Schlaitdorf;1; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;32,99 €;01.11.2018;03.11.2018;000305
Eberth;Giulio;71726;Silberberger Straße;7;Benningen am Neckar;2; -   € ; -   € ; -   € ;149,99 €;126,04 €;19%;299,98 €;252,08 €;47,90 €;299,98 €;02.11.2018;04.11.2018;000306
Gabrysch;Kadmos;72415;Hackenbergstraße;64;Grosselfingen;3;1,54 €;1,83 €;1,83 €;19,99 €;16,80 €;19%;59,97 €;50,39 €;9,58 €;61,80 €;03.11.2018;05.11.2018;000307
Dacic;Ira;69151;Dammweg;64;Neckargemünd;1;1,99 €;2,37 €;2,37 €;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;6,36 €;04.11.2018;06.11.2018;000308
Paape;Gabriel;72531;Wünschelburger Gang;15;Hohenstein (Württemberg);1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;05.11.2018;07.11.2018;000309
Bachleitner;Johannes;72224;Genossenschaftsstraße;9;Ebhausen;1;1,99 €;2,37 €;2,37 €;149,99 €;126,04 €;19%;149,99 €;126,04 €;23,95 €;152,36 €;06.11.2018;08.11.2018;000310
Daemen;Janis;69259;Genossenschaftsstraße;9;Wilhelmsfeld;2; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;5,98 €;5,03 €;0,95 €;5,98 €;07.11.2018;09.11.2018;000311
Ibach;Wandy;71139;Bohrauer Pfad;15;Ehningen;1;3,99 €;4,75 €;4,75 €;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;7,74 €;08.11.2018;10.11.2018;000312
Gable;Jari;72361;Hohenbirker Weg;4;Hausen am Tann;1; -   € ; -   € ; -   € ;169,99 €;142,85 €;19%;169,99 €;142,85 €;27,14 €;169,99 €;09.11.2018;11.11.2018;000313
Bachem;Tim;72178;Königsheideweg;1;Waldachtal;1;6,43 €;7,65 €;7,65 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;9,64 €;10.11.2018;12.11.2018;000314
Babacan;Doerte;71560;Erich-Thilo-Straße;65;Sulzbach an der Murr;1; -   € ; -   € ; -   € ;79,99 €;67,22 €;19%;79,99 €;67,22 €;12,77 €;79,99 €;11.11.2018;13.11.2018;000315
Kaderabek;Doerte;69493;Carl-Scheele-Straße;14;Hirschberg an der Bergstraße;1;1,00 €;1,19 €;1,19 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;3,18 €;12.11.2018;14.11.2018;000316
Quaas;Leo;72477;Friedenstraße;24;Schwenningen (Heuberg);5;1,99 €;2,37 €;2,37 €;19,99 €;16,80 €;19%;99,95 €;83,99 €;15,96 €;102,32 €;13.11.2018;15.11.2018;000317
Jaehner;Carla;72585;Husstraße;36;Riederich;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;14.11.2018;16.11.2018;000318
Machill;Grit;72513;Am Adlergestell;2;Hettingen;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;15.11.2018;17.11.2018;000319
Aberle;Blanka;71154;KGA Am Teltowkanal III;58;Nufringen;1; -   € ; -   € ; -   € ;6,39 €;5,37 €;19%;6,39 €;5,37 €;1,02 €;6,39 €;16.11.2018;18.11.2018;000320
Ibold;Mark;71297;Genossenschaftsstraße;1;Mönsheim;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;17.11.2018;19.11.2018;000321
Machon;Ida;72574;Heidemühler Weg;36;Bad Urach;1; -   € ; -   € ; -   € ;3,59 €;3,02 €;19%;3,59 €;3,02 €;0,57 €;3,59 €;18.11.2018;20.11.2018;000322
Jackowski;Vinzent;72401;Felsenfest;5;Haigerloch;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;19.11.2018;21.11.2018;000323
Mace;Eliah;72359;Wünschelburger Gang;8;Dotternhausen;1;2,00 €;2,38 €;2,38 €;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;35,37 €;20.11.2018;22.11.2018;000324
Oberhuber;Lisa;72369;Hollstraße;8;Zimmern unter der Burg;1;4,99 €;5,94 €;5,94 €;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;38,93 €;21.11.2018;23.11.2018;000325
Pabst;Giulio;72584;Richard-Willstätter-Straße;6;Hülben;1; -   € ; -   € ; -   € ;16,99 €;14,28 €;19%;16,99 €;14,28 €;2,71 €;16,99 €;22.11.2018;24.11.2018;000326
Abanoz;Amelie;68723;Florian-Geyer-Straße;5;Schwetzingen;2; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;5,98 €;5,03 €;0,95 €;5,98 €;23.11.2018;25.11.2018;000327
Iannone;Vanessa;71126;Abtstraße;62;Gäufelden;1;3,00 €;3,57 €;3,57 €;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;7,56 €;24.11.2018;26.11.2018;000328
Dachsel;Isabell;68789;Kiehnwerderallee;6;Sankt Leon-Rot;1; -   € ; -   € ; -   € ;89,99 €;75,62 €;19%;89,99 €;75,62 €;14,37 €;89,99 €;25.11.2018;27.11.2018;000329
Laaß;David;71229;Kiehnwerderallee;84;Leonberg (Württemberg);1;1,69 €;2,01 €;2,01 €;9,99 €;8,39 €;19%;9,99 €;8,39 €;1,60 €;12,00 €;26.11.2018;28.11.2018;000330
Cakal;Edwin;72585;Albert-Einstein-Straße;9;Riederich;2; -   € ; -   € ; -   € ;39,99 €;33,61 €;19%;79,98 €;67,21 €;12,77 €;79,98 €;27.11.2018;29.11.2018;000331
Jablonska;Theo;72224;Seidenbaustraße;61;Ebhausen;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;28.11.2018;30.11.2018;000332
Obermaier;Mara;72474;Hollstraße;95;Winterlingen;1;7,56 €;9,00 €;9,00 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;10,99 €;29.11.2018;01.12.2018;000333
Baasner;Delia;71540;Weerthstraße;2;Murrhardt;1; -   € ; -   € ; -   € ;149,99 €;126,04 €;19%;149,99 €;126,04 €;23,95 €;149,99 €;30.11.2018;02.12.2018;000334
Laakmann;Fabienne;71134;KGA Einigkeit II;12;Aidlingen;1;2,55 €;3,03 €;3,03 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;53,02 €;01.12.2018;03.12.2018;000335
Ibraim;Miro;71397;Lohnauer Steig;6;Leutenbach (Württemberg);1; -   € ; -   € ; -   € ;149,99 €;126,04 €;19%;149,99 €;126,04 €;23,95 €;149,99 €;02.12.2018;04.12.2018;000336
Aatz;Ella;68542;Adlergestell;23;Heddesheim;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;03.12.2018;05.12.2018;000337
Macar;Emil;72355;Thomas-Müntzer-Straße;3;Schömberg (Zollernalbkreis);1;2,99 €;3,56 €;3,56 €;6,39 €;5,37 €;19%;6,39 €;5,37 €;1,02 €;9,95 €;04.12.2018;06.12.2018;000338
Iber;Xanthe;71229;Hauptweg;1;Leonberg (Württemberg);1;3,00 €;3,57 €;3,57 €;60,99 €;51,25 €;19%;60,99 €;51,25 €;9,74 €;64,56 €;05.12.2018;07.12.2018;000339
Obermüller;Fatih;72513;Selchowstraße;48;Hettingen;1; -   € ; -   € ; -   € ;359,99 €;302,51 €;19%;359,99 €;302,51 €;57,48 €;359,99 €;06.12.2018;08.12.2018;000340
Iffland;René;72135;Schneckenburgerstraße;2;Dettenhausen;1;1,22 €;1,45 €;1,45 €;5,99 €;5,03 €;19%;5,99 €;5,03 €;0,96 €;7,44 €;07.12.2018;09.12.2018;000341
Ibrahimi;Morris;71384;Hoffmannstraße;9;Weinstadt;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;08.12.2018;10.12.2018;000342
Haan;Paris;72810;Wassermannstraße;25;Gomaringen;1;1,99 €;2,37 €;2,37 €;9,99 €;8,39 €;19%;9,99 €;8,39 €;1,60 €;12,36 €;09.12.2018;11.12.2018;000343
Oberdörfer;Catrin;72218;Bärdorfer Zeile;51;Wildberg (Schwarzwald);3;1,70 €;2,02 €;2,02 €;19,99 €;16,80 €;19%;59,97 €;50,39 €;9,58 €;61,99 €;10.12.2018;12.12.2018;000344
Machau;Fiona;72415;Silberberger Straße;5;Grosselfingen;1; -   € ; -   € ; -   € ;169,99 €;142,85 €;19%;169,99 €;142,85 €;27,14 €;169,99 €;11.12.2018;13.12.2018;000345
MacDonald;Edwin;72358;Wassermannstraße;9;Dormettingen;1;1,00 €;1,19 €;1,19 €;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;3,18 €;12.12.2018;14.12.2018;000346
Laarmann;Ben;71154;Gondeker Straße;1;Nufringen;2; -   € ; -   € ; -   € ;199,99 €;168,06 €;19%;399,98 €;336,12 €;63,86 €;399,98 €;13.12.2018;15.12.2018;000347
Oakley;Jardis;72631;Eichbuschallee;62;Aichtal;1;1,22 €;1,45 €;1,45 €;32,99 €;27,72 €;19%;32,99 €;27,72 €;5,27 €;34,44 €;14.12.2018;16.12.2018;000348
Iden;Paul;71711;Handjerystraße;7;Steinheim an der Murr;1; -   € ; -   € ; -   € ;15,99 €;13,44 €;19%;15,99 €;13,44 €;2,55 €;15,99 €;15.12.2018;17.12.2018;000349
Lachnit;Beat;71735;Altheider Straße;2;Eberdingen;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;16.12.2018;18.12.2018;000350
Haberberger;Tima;69429;KGA Holunderbusch;6;Waldbrunn (Odenwald);1;2,10 €;2,50 €;2,50 €;19,99 €;16,80 €;19%;19,99 €;16,80 €;3,19 €;22,49 €;17.12.2018;19.12.2018;000351
Oberascher;Jen;72800;Gellertstraße;4;Eningen unter Achalm;1; -   € ; -   € ; -   € ;99,99 €;84,03 €;19%;99,99 €;84,03 €;15,96 €;99,99 €;18.12.2018;20.12.2018;000352
Pachale;Henrik;72631;Thelenstraße;8;Aichtal;1;2,10 €;2,50 €;2,50 €;15,99 €;13,44 €;19%;15,99 €;13,44 €;2,55 €;18,49 €;19.12.2018;21.12.2018;000353
Obendorf;Jasmin;72661;Abtstraße;1;Grafenberg;1; -   € ; -   € ; -   € ;1,99 €;1,67 €;19%;1,99 €;1,67 €;0,32 €;1,99 €;20.12.2018;22.12.2018;000354
Jaede;Amelie;72532;Arndtstraße;3;Gomadingen;1; -   € ; -   € ; -   € ;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;49,99 €;21.12.2018;23.12.2018;000355
Cakan;Eliah;72587;Justus-von-Liebig-Straße;2;Römerstein;1;3,00 €;3,57 €;3,57 €;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;33,56 €;22.12.2018;24.12.2018;000356
Cajic;Emil;72582;Wünschelburger Gang;6;Grabenstetten;1; -   € ; -   € ; -   € ;199,99 €;168,06 €;19%;199,99 €;168,06 €;31,93 €;199,99 €;23.12.2018;25.12.2018;000357
Dabels;Gabrielle;72820;Aprikosensteig;23;Sonnenbühl;2; -   € ; -   € ; -   € ;29,99 €;25,20 €;19%;59,98 €;50,40 €;9,58 €;59,98 €;24.12.2018;26.12.2018;000358
Pacino;Igor;72818;Frauenlobstraße;25;Trochtelfingen;1;4,99 €;5,94 €;5,94 €;49,99 €;42,01 €;19%;49,99 €;42,01 €;7,98 €;55,93 €;25.12.2018;27.12.2018;000359
Gabele;Jannik;72336;Eichbuschallee;1;Balingen;1; -   € ; -   € ; -   € ;119,99 €;100,83 €;19%;119,99 €;100,83 €;19,16 €;119,99 €;26.12.2018;28.12.2018;000360
Jähnichen;Elisabeth;72589;Neltestraße;25;Westerheim (Württemberg);2; -   € ; -   € ; -   € ;32,99 €;27,72 €;19%;65,98 €;55,45 €;10,53 €;65,98 €;27.12.2018;29.12.2018;000361
Machoczek;Haima;72535;Felsenfest;95;Heroldstatt;2;1,99 €;2,37 €;2,37 €;32,99 €;27,72 €;19%;65,98 €;55,45 €;10,53 €;68,35 €;28.12.2018;30.12.2018;000362
Kaddoura;Deenah;69427;Silberberger Straße;2;Mudau;1;1,40 €;1,67 €;1,67 €;6,99 €;5,87 €;19%;6,99 €;5,87 €;1,12 €;8,66 €;29.12.2018;31.12.2018;000363
Obermayer;Miriam;72479;Walther-Nernst-Straße;25;Straßberg;2;1,50 €;1,79 €;1,79 €;49,99 €;42,01 €;19%;99,98 €;84,02 €;15,96 €;101,77 €;30.12.2018;01.01.2019;000364
Oben;Jennifer;72655;Heidekampweg;12;Altdorf bei Nürtingen;1; -   € ; -   € ; -   € ;119,99 €;100,83 €;19%;119,99 €;100,83 €;19,16 €;119,99 €;31.12.2018;02.01.2019;000365
Labuhn;Aras;71563;Genossenschaftsstraße;26;Affalterbach;1;2,56 €;3,05 €;3,05 €;29,99 €;25,20 €;19%;29,99 €;25,20 €;4,79 €;33,04 €;01.01.2019;03.01.2019;000366
Jachmann;Taylor;72299;Zinsgutstraße;25;Wörnersberg;2;2,10 €;2,50 €;2,50 €;29,99 €;25,20 €;19%;59,98 €;50,40 €;9,58 €;62,48 €;02.01.2019;04.01.2019;000367
Paduch;Kilian;72362;Abtstraße;25;Nusplingen;2; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;5,98 €;5,03 €;0,95 €;5,98 €;03.01.2019;05.01.2019;000368
Pähler;Kevin;72406;Genossenschaftsstraße;58;Bisingen;1; -   € ; -   € ; -   € ;2,99 €;2,51 €;19%;2,99 €;2,51 €;0,48 €;2,99 €;04.01.2019;06.01.2019;000369
Padel;Jarin;72299;Eschenbachstraße;3;Wörnersberg;1; -   € ; -   € ; -   € ;69,99 €;58,82 €;19%;69,99 €;58,82 €;11,17 €;69,99 €;05.01.2019;07.01.2019;000370
Paege;Klaus;72393;Friedenstraße;48;Burladingen;1;6,43 €;7,65 €;7,65 €;4,69 €;3,94 €;19%;4,69 €;3,94 €;0,75 €;12,34 €;06.01.2019;08.01.2019;000371
Padilla;Jannik;72351;Güldenhofer Ufer;9;Geislingen (Zollernalbkreis);1;1,99 €;2,37 €;2,37 €;9,99 €;8,39 €;19%;9,99 €;8,39 €;1,60 €;12,36 €;07.01.2019;09.01.2019;000372
Caglayan;Damian;72532;Rosenweg;4;Gomadingen;1;1,65 €;1,96 €;1,96 €;149,99 €;126,04 €;19%;149,99 €;126,04 €;23,95 €;151,95 €;08.01.2019;10.01.2019;000373
Kacmaz;Bentje;69221;Wünschelburger Gang;1;Dossenheim;2;1,54 €;1,83 €;1,83 €;2,99 €;2,51 €;19%;5,98 €;5,03 €;0,95 €;7,81 €;09.01.2019;11.01.2019;000374
Baade;Birte;71277;Am Studio;25;Rutesheim;1; -   € ; -   € ; -   € ;60,99 €;51,25 €;19%;60,99 €;51,25 €;9,74 €;60,99 €;10.01.2019;12.01.2019;000375
Eberhart;Falko;71554;KGA Am Teltowkanal III;64;Weissach im Tal;1; -   € ; -   € ; -   € ;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;3,99 €;11.01.2019;13.01.2019;000376
Jackmuth;Ulf;72379;KGA Einigkeit II;65;Hechingen;1; -   € ; -   € ; -   € ;6,39 €;5,37 €;19%;6,39 €;5,37 €;1,02 €;6,39 €;12.01.2019;14.01.2019;000377
Quade;Luca;72511;Husstraße;15;Bingen bei Sigmaringen;1; -   € ; -   € ; -   € ;169,99 €;142,85 €;19%;169,99 €;142,85 €;27,14 €;169,99 €;13.01.2019;15.01.2019;000378
Baccouche;Finn;72147;Glanzstraße;45;Nehren (Württemberg);1;2,00 €;2,38 €;2,38 €;60,99 €;51,25 €;19%;60,99 €;51,25 €;9,74 €;63,37 €;14.01.2019;16.01.2019;000379
Pachmann;Haile;72661;Barbara-McClintock-Straße;5;Grafenberg;1; -   € ; -   € ; -   € ;5,99 €;5,03 €;19%;5,99 €;5,03 €;0,96 €;5,99 €;15.01.2019;17.01.2019;000380
Jägers;Katharina;72537;Florian-Geyer-Straße;9;Mehrstetten;1;1,69 €;2,01 €;2,01 €;3,99 €;3,35 €;19%;3,99 €;3,35 €;0,64 €;6,00 €;16.01.2019;18.01.2019;000381
Maarouf;Carl;72186;Friedlander Straße;15;Empfingen;1;1,65 €;1,96 €;1,96 €;199,99 €;168,06 €;19%;199,99 €;168,06 €;31,93 €;201,95 €;17.01.2019;19.01.2019;000382
