Kunden_Nummer,Vorname,Name,Straße,Hausnummer,PLZ,Ort,Land,Rechnungs_Nummer,Rechnungs_Datum,Leistungs_Beginn,Leistungs_Ende,Produkt,Preis_ohne_Ust,Preis_mit_Ust,Ust. % Satz,Ust,Abrechnungs_Nummer
PRM120110039251,Jill,Obel,Güldenhofer Ufer,61,72654,Neckartenzlingen,Deutschland,1095659121,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989110
PRM120110039252,Quazim,Iffert,Radickestraße,45,71739,Oberriexingen,Deutschland,1095659122,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989111
PRM120110039253,Kai,Padula,Adlergestell,36,72364,Obernheim,Deutschland,1095659123,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989112
PRM120110039254,Kristian,Gabrisch,Gellertstraße,9,72411,Bodelshausen,Deutschland,1095659124,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989113
PRM120110039255,Gerhard,Paasch,Am Studio,25,72537,Mehrstetten,Deutschland,1095659125,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989114
PRM120110039256,Anette,Kabasakal,Helbigstraße,6,72813,Sankt Johann (Württemberg),Deutschland,1095659126,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989115
PRM120110039257,Fanny,Machens,Wilhelm-Ostwald-Straße,4,72501,Gammertingen,Deutschland,1095659127,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989116
PRM120110039258,Barbara,Baab,Dörpfeldstraße,2,71254,Ditzingen,Deutschland,1095659128,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989117
PRM120110039259,Ingrid,Dachwitz,Berberitzenweg,9,68804,Altlußheim,Deutschland,1095659129,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989118
PRM120110039260,Samo,Gabor,Abtstraße,3,72365,Ratshausen,Deutschland,1095659130,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989119
PRM120110039261,Panja,Haare,Albert-Einstein-Straße,5,72820,Sonnenbühl,Deutschland,1095659131,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989120
PRM120110039262,Gila,Dabic,Dornbrunner Straße,5,68542,Heddesheim,Deutschland,1095659132,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989121
PRM120110039263,Stefan,Jabben,Abram-Joffe-Straße,9,72184,Eutingen im Gäu,Deutschland,1095659133,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989122
PRM120110039264,Carsten,Maahsen,Walther-Nernst-Straße,62,72178,Waldachtal,Deutschland,1095659134,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989123
PRM120110039265,Hakan,Ebneth,Behringstraße,36,72175,Dornhan,Deutschland,1095659135,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989124
PRM120110039266,Kerstin,Oberem,Hackenbergstraße,1,72229,Rohrdorf (Kreis Calw),Deutschland,1095659136,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989125
PRM120110039267,Finja,Abali,Bärdorfer Zeile,84,68723,Plankstadt,Deutschland,1095659137,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989126
PRM120110039268,Annegret,Kabak,Eigenheimgasse,1,72667,Schlaitdorf,Deutschland,1095659138,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989127
PRM120110039269,Batiste,Lackas,Freystadter Weg,25,72138,Kirchentellinsfurt,Deutschland,1095659139,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989128
PRM120110039270,Filomae,Machemehl,Zinsgutstraße,8,72477,Schwenningen (Heuberg),Deutschland,1095659140,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989129
PRM120110039271,Calvin,Lackmann,Handjerystraße,14,72147,Nehren (Württemberg),Deutschland,1095659141,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989130
PRM120110039272,Helena,Macho,Ernststraße,8,72534,Hayingen,Deutschland,1095659142,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989131
PRM120110039273,Gwen,Daberkow,Bergaustraße,6,68526,Ladenburg,Deutschland,1095659143,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989132
PRM120110039274,Finn,Labbe,Ekkehardstraße,2,71292,Friolzheim,Deutschland,1095659144,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989133
PRM120110039275,Nadja,Saalbach,Handjerystraße,18,72539,Pfronstetten,Deutschland,1095659145,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989134
PRM120110039276,Xenia,Iben,Genossenschaftsstraße,24,71157,Hildrizhausen,Deutschland,1095659146,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989135
PRM120110039277,Liv,Ebell,Gemeinschaftsstraße,84,71292,Friolzheim,Deutschland,1095659147,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989136
PRM120110039278,Tiffanie,Habel,Dornbrunner Straße,4,69250,Schönau (Odenwald),Deutschland,1095659148,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989137
PRM120110039279,Ulrich,Jackert,Bergaustraße,8,72365,Ratshausen,Deutschland,1095659149,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989138
PRM120110039280,Aideen,Kabbe,Eigenheimgasse,2,68535,Edingen-Neckarhausen,Deutschland,1095659150,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989139
PRM120110039281,Brigitte,Kaczinski,Albert-Einstein-Straße,4,69231,Rauenberg,Deutschland,1095659151,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989140
PRM120110039282,Ben,Babinsky,KGA Holunderbusch,1,71729,Erdmannhausen,Deutschland,1095659152,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989141
PRM120110039283,Brigitte,Baader,Abram-Joffe-Straße,24,71282,Hemmingen (Württemberg),Deutschland,1095659153,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989142
PRM120110039284,Luca,Qian,Neltestraße,61,72469,Meßstetten,Deutschland,1095659154,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989143
PRM120110039285,Linas,Gade,Genossenschaftsstraße,25,72505,Krauchenwies,Deutschland,1095659155,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989144
PRM120110039286,Gerhard,Ebersbach,Newtonstraße,48,71696,Möglingen,Deutschland,1095659156,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989145
PRM120110039287,Judith,Oberdorf,Friedenstraße,9,72224,Ebhausen,Deutschland,1095659157,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989146
PRM120110039288,Catherina,Baaken,Oberspreestraße,23,71296,Heimsheim,Deutschland,1095659158,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989147
PRM120110039289,Quirine,Haarhoff,Am Studio,4,68535,Edingen-Neckarhausen,Deutschland,1095659159,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989148
PRM120110039290,Djamila,Kadenbach,Weerthstraße,25,69439,Zwingenberg (Baden),Deutschland,1095659160,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989149
PRM120110039291,Julia,Jähne,Hauptweg,84,72582,Grabenstetten,Deutschland,1095659161,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989150
PRM120110039292,Astrid,Kabashi,Hollstraße,4,72818,Trochtelfingen,Deutschland,1095659162,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989151
PRM120110039293,Dario,Caggiano,Nipkowstraße,8,72519,Veringenstadt,Deutschland,1095659163,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989152
PRM120110039294,Konrad,Päpke,Hauptweg,47,72414,Rangendingen,Deutschland,1095659164,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989153
PRM120110039295,Eleni,Laackmann,Aprikosensteig,47,71111,Waldenbuch,Deutschland,1095659165,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989154
PRM120110039296,Lenny,Quach,Hackenbergstraße,62,72501,Gammertingen,Deutschland,1095659166,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989155
PRM120110039297,Jodi,Dämgen,Hackenbergstraße,2,69427,Mudau,Deutschland,1095659167,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989156
PRM120110039298,Finn,Machan,Richard-Willstätter-Straße,98,72406,Bisingen,Deutschland,1095659168,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989157
PRM120110039299,Okka,Haaga,Nipkowstraße,26,72660,Beuren bei Nürtingen,Deutschland,1095659169,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989158
PRM120110039300,Celia,Däubler,Hauptweg,25,71093,Weil im Schönbuch,Deutschland,1095659170,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989159
PRM120110039301,Liv,Oberle,Eigenheimgasse,1,72406,Bisingen,Deutschland,1095659171,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989160
PRM120110039302,Ebbo,Cakiroglu,Platz der Befreiung,36,72644,Oberboihingen,Deutschland,1095659172,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989161
PRM120110039303,Greta,Dabbert,Agavensteig,1,72818,Trochtelfingen,Deutschland,1095659173,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989162
PRM120110039304,Hauke,Ebrecht,Dornbrunner Straße,14,72184,Eutingen im Gäu,Deutschland,1095659174,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989163
PRM120110039305,Jules,Gabbe,Kiehnwerderallee,2,72227,Egenhausen,Deutschland,1095659175,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989164
PRM120110039306,Gerald,Eberspächer,Richard-Willstätter-Straße,1,71711,Steinheim an der Murr,Deutschland,1095659176,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989165
PRM120110039307,Jutta,Dämmrich,Husstraße,3,69436,Schönbrunn (Baden),Deutschland,1095659177,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989166
PRM120110039308,Nele,Saalfrank,Hollstraße,1,72574,Bad Urach,Deutschland,1095659178,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989167
PRM120110039309,Maeve,Eberhard,Selchowstraße,9,71546,Aspach bei Backnang,Deutschland,1095659179,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989168
PRM120110039310,Kadir,Paeper,Hackenbergstraße,62,72411,Bodelshausen,Deutschland,1095659180,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989169
PRM120110039311,Jonna,Obenland,Bohrauer Pfad,6,72666,Neckartailfingen,Deutschland,1095659181,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989170
PRM120110039312,Maxim,Gänger,Köpenicker Straße,95,72584,Hülben,Deutschland,1095659182,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989171
PRM120110039313,Tiny,Jach,Weerthstraße,23,72297,Seewald,Deutschland,1095659183,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989172
PRM120110039314,Gisele,Dabo,Ernststraße,4,68723,Oftersheim,Deutschland,1095659184,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989173
PRM120110039315,Marco,Jabin,Oberspreestraße,47,72202,Nagold,Deutschland,1095659185,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989174
PRM120110039316,Leopold,Qerimi,Lohnauer Steig,2,72419,Neufra,Deutschland,1095659186,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989175
PRM120110039317,Birte,Kacprzak,Dörpfeldstraße,3,69226,Nußloch,Deutschland,1095659187,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989176
PRM120110039318,Enes,Cakin,Newtonstraße,84,72636,Frickenhausen (Württemberg),Deutschland,1095659188,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989177
PRM120110039319,Lara,Oberholz,Handjerystraße,4,72365,Ratshausen,Deutschland,1095659189,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989178
PRM120110039320,Emilio,Cakir,Oberspreestraße,25,72639,Neuffen,Deutschland,1095659190,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989179
PRM120110039321,Juna,Abazaj,Hauptweg,3,68789,Sankt Leon-Rot,Deutschland,1095659191,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989180
PRM120110039322,Flavio,Eberius,Wassermannstraße,9,71566,Althütte,Deutschland,1095659192,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989181
PRM120110039323,Nadja,Gängler,Moissistraße,1,72585,Riederich,Deutschland,1095659193,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989182
PRM120110039324,Smila,Haasler,Waldstraße,1,68804,Altlußheim,Deutschland,1095659194,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989183
PRM120110039325,Cadmus,Lackner,Helbigstraße,4,72149,Neustetten,Deutschland,1095659195,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989184
PRM120110039326,Rosa,Abbey,Gellertstraße,5,69190,Walldorf (Baden),Deutschland,1095659196,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989185
PRM120110039327,Cainan,Cacic,Gemeinschaftsstraße,65,72501,Gammertingen,Deutschland,1095659197,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989186
PRM120110039328,Miran,Ibrahimovic,Husstraße,8,71394,Kernen im Remstal,Deutschland,1095659198,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989187
PRM120110039329,Sonja,Haasper,Zinsgutstraße,9,69151,Neckargemünd,Deutschland,1095659199,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989188
PRM120110039330,Adam,Bachmayr,Bärdorfer Zeile,61,72299,Wörnersberg,Deutschland,1095659200,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989189
PRM120110039331,Leo,Gaderer,Hauptweg,6,72511,Bingen bei Sigmaringen,Deutschland,1095659201,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989190
PRM120110039332,Jardis,Dade,Forsthausallee,98,69198,Schriesheim,Deutschland,1095659202,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989191
PRM120110039333,Celine,Baar,Seidenbaustraße,5,71384,Weinstadt,Deutschland,1095659203,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989192
PRM120110039334,Pascal,Idrissi,Walther-Nernst-Straße,1,71732,Tamm,Deutschland,1095659204,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989193
PRM120110039335,Hayo,Gaab,Ernststraße,48,72189,Vöhringen (Württemberg),Deutschland,1095659205,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989194
PRM120110039336,Henryk,Ebling,Pfingstberggasse,8,72145,Hirrlingen,Deutschland,1095659206,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989195
PRM120110039337,Anisha,Kabat,Köpenicker Straße,8,72820,Sonnenbühl,Deutschland,1095659207,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989196
PRM120110039338,Berenike,Abdel,Lohnauer Steig,65,69231,Rauenberg,Deutschland,1095659208,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989197
PRM120110039339,Arthur,Bachmayer,Neltestraße,2,72297,Seewald,Deutschland,1095659209,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989198
PRM120110039340,Quinta,Haarhuis,Abram-Joffe-Straße,8,68542,Heddesheim,Deutschland,1095659210,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989199
PRM120110039341,Kaarle,Paegelow,Gellertstraße,9,72401,Haigerloch,Deutschland,1095659211,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989200
PRM120110039342,Jukka,Paditz,Heidekampweg,2,72355,Schömberg (Zollernalbkreis),Deutschland,1095659212,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989201
PRM120110039343,Dominique,Baba,Wilhelm-Ostwald-Straße,51,71554,Weissach im Tal,Deutschland,1095659213,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989202
PRM120110039344,Ulva,Iacona,Güldenhofer Ufer,14,71101,Schönaich,Deutschland,1095659214,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989203
PRM120110039345,Dalia,Kaddatz,Seidenbaustraße,9,69259,Wilhelmsfeld,Deutschland,1095659215,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989204
PRM120110039346,Julia,Abbas,Lohnauer Steig,8,68804,Altlußheim,Deutschland,1095659216,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989205
PRM120110039347,Luzia,Babick,Felsenfest,26,71711,Murr,Deutschland,1095659217,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989206
PRM120110039348,Flora,Kaan,Hackenbergstraße,62,72649,Wolfschlugen,Deutschland,1095659218,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989207
PRM120110039349,Kathleen,Oberbeck,Hauptweg,3,72813,Sankt Johann (Württemberg),Deutschland,1095659219,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989208
PRM120110039350,Irma,Dadas,Eschenbachstraße,9,69190,Walldorf (Baden),Deutschland,1095659220,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989209
PRM120110039351,Olea,Haage,Otto-Franke-Straße,15,72661,Grafenberg,Deutschland,1095659221,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989210
PRM120110039352,Uma,Iacovelli,Hohenbirker Weg,48,71111,Waldenbuch,Deutschland,1095659222,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989211
PRM120110039353,Juna,Jäggle,Gellertstraße,8,72555,Metzingen,Deutschland,1095659223,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989212
PRM120110039354,Jella,Obeid,Glanzstraße,2,72649,Wolfschlugen,Deutschland,1095659224,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989213
PRM120110039355,Klaus,Gabsch,Hauptweg,1,72417,Jungingen,Deutschland,1095659225,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989214
PRM120110039356,Anisha,Abdulrahman,Eigenheimgasse,1,69469,Weinheim (Bergstraße),Deutschland,1095659226,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989215
PRM120110039357,Marlene,Oberlies,Handjerystraße,2,72419,Neufra,Deutschland,1095659227,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989216
PRM120110039358,Erik,Caka,Dörpfeldstraße,45,72584,Hülben,Deutschland,1095659228,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989217
PRM120110039359,Jack,Gabb,KGA Holunderbusch,15,72226,Simmersfeld,Deutschland,1095659229,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989218
PRM120110039360,Kasper,Paede,Bärdorfer Zeile,14,72369,Zimmern unter der Burg,Deutschland,1095659230,07.11.2020,07.11.2020,06.11.2021,Premium-Mitgliedschaft,9.95,11.840499999999999,0.19,1.8904999999999998,B-9AV15436GG4989219
