Vorname,Name,Straße,Hausnummer,PLZ,Ort,Land,Auftrags_Nummer,Auftrags_Datum,Rechnungs_Nummer,Rechnungs_Liefer_Datum,Artikel-Nr,Produkt-Name,Produkt-Beschreibung,Einzelpreis mit Ust,Menge,Versandart,Versandkosten,Zahlungsart,Ust. % Satz,Ust,Einzelpreis ohne Ust,Warenwert netto,Versandkosten netto,Gesamt Ust,Gesamtbetrag
Dario,Caggiano,Nipkowstraße,8,72519,Veringenstadt,Deutschland,12355358P,21.06.2020,GER659163,24.06.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Selbstabholer,0.0,Vorkasse,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Konrad,Päpke,Hauptweg,47,72414,Rangendingen,Deutschland,12355359P,22.06.2020,GER659164,25.06.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Lieferung,0.0,PayPal,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Eleni,Laackmann,Aprikosensteig,47,71111,Waldenbuch,Deutschland,12355360P,23.06.2020,GER659165,26.06.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Selbstabholer,0.0,Vorkasse,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Lenny,Quach,Hackenbergstraße,62,72501,Gammertingen,Deutschland,12355361P,24.06.2020,GER659166,27.06.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Lieferung,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Jodi,Dämgen,Hackenbergstraße,2,69427,Mudau,Deutschland,12355362P,25.06.2020,GER659167,28.06.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Selbstabholer,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Finn,Machan,Richard-Willstätter-Straße,98,72406,Bisingen,Deutschland,12355363P,26.06.2020,GER659168,29.06.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,1,Lieferung,0.0,Vorkasse,0.19,7.967226890756303,41.9327731092437,41.9327731092437,0.0,7.967226890756303,49.9
Okka,Haaga,Nipkowstraße,26,72660,Beuren bei Nürtingen,Deutschland,12355364P,27.06.2020,GER659169,30.06.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Selbstabholer,0.0,PayPal,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Celia,Däubler,Hauptweg,25,71093,Weil im Schönbuch,Deutschland,12355365P,28.06.2020,GER659170,01.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,1,Lieferung,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,41.9327731092437,0.0,7.967226890756303,49.9
Liv,Oberle,Eigenheimgasse,1,72406,Bisingen,Deutschland,12355366P,29.06.2020,GER659171,02.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,1,Selbstabholer,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,41.9327731092437,0.0,7.967226890756303,49.9
Ebbo,Cakiroglu,Platz der Befreiung,36,72644,Oberboihingen,Deutschland,12355367P,30.06.2020,GER659172,03.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Lieferung,0.0,Vorkasse,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Greta,Dabbert,Agavensteig,1,72818,Trochtelfingen,Deutschland,12355368P,01.07.2020,GER659173,04.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Selbstabholer,0.0,Vorkasse,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Hauke,Ebrecht,Dornbrunner Straße,14,72184,Eutingen im Gäu,Deutschland,12355369P,02.07.2020,GER659174,05.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,1,Lieferung,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,41.9327731092437,0.0,7.967226890756303,49.9
Jules,Gabbe,Kiehnwerderallee,2,72227,Egenhausen,Deutschland,12355370P,03.07.2020,GER659175,06.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,1,Selbstabholer,0.0,Vorkasse,0.19,7.967226890756303,41.9327731092437,41.9327731092437,0.0,7.967226890756303,49.9
Gerald,Eberspächer,Richard-Willstätter-Straße,1,71711,Steinheim an der Murr,Deutschland,12355371P,04.07.2020,GER659176,07.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Lieferung,0.0,Bar,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Jutta,Dämmrich,Husstraße,3,69436,Schönbrunn (Baden),Deutschland,12355372P,05.07.2020,GER659177,08.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,1,Selbstabholer,0.0,Bar,0.19,7.967226890756303,41.9327731092437,41.9327731092437,0.0,7.967226890756303,49.9
Nele,Saalfrank,Hollstraße,1,72574,Bad Urach,Deutschland,12355373P,06.07.2020,GER659178,09.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Lieferung,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Maeve,Eberhard,Selchowstraße,9,71546,Aspach bei Backnang,Deutschland,12355374P,07.07.2020,GER659179,10.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,1,Selbstabholer,0.0,Bar,0.19,7.967226890756303,41.9327731092437,41.9327731092437,0.0,7.967226890756303,49.9
Kadir,Paeper,Hackenbergstraße,62,72411,Bodelshausen,Deutschland,12355375P,08.07.2020,GER659180,11.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,1,Lieferung,0.0,Bar,0.19,7.967226890756303,41.9327731092437,41.9327731092437,0.0,7.967226890756303,49.9
Jonna,Obenland,Bohrauer Pfad,6,72666,Neckartailfingen,Deutschland,12355376P,09.07.2020,GER659181,12.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Selbstabholer,0.0,PayPal,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Maxim,Gänger,Köpenicker Straße,95,72584,Hülben,Deutschland,12355377P,10.07.2020,GER659182,13.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Lieferung,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Tiny,Jach,Weerthstraße,23,72297,Seewald,Deutschland,12355378P,11.07.2020,GER659183,14.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Selbstabholer,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Gisele,Dabo,Ernststraße,4,68723,Oftersheim,Deutschland,12355379P,12.07.2020,GER659184,15.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Lieferung,0.0,PayPal,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Marco,Jabin,Oberspreestraße,47,72202,Nagold,Deutschland,12355380P,13.07.2020,GER659185,16.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,1,Selbstabholer,0.0,Bar,0.19,7.967226890756303,41.9327731092437,41.9327731092437,0.0,7.967226890756303,49.9
Leopold,Qerimi,Lohnauer Steig,2,72419,Neufra,Deutschland,12355381P,14.07.2020,GER659186,17.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,1,Lieferung,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,41.9327731092437,0.0,7.967226890756303,49.9
Birte,Kacprzak,Dörpfeldstraße,3,69226,Nußloch,Deutschland,12355382P,15.07.2020,GER659187,18.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Selbstabholer,0.0,Vorkasse,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Enes,Cakin,Newtonstraße,84,72636,Frickenhausen (Württemberg),Deutschland,12355383P,16.07.2020,GER659188,19.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Lieferung,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Lara,Oberholz,Handjerystraße,4,72365,Ratshausen,Deutschland,12355384P,17.07.2020,GER659189,20.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Selbstabholer,0.0,Bar,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Emilio,Cakir,Oberspreestraße,25,72639,Neuffen,Deutschland,12355385P,18.07.2020,GER659190,21.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,1,Lieferung,0.0,Vorkasse,0.19,7.967226890756303,41.9327731092437,41.9327731092437,0.0,7.967226890756303,49.9
Juna,Abazaj,Hauptweg,3,68789,Sankt Leon-Rot,Deutschland,12355386P,19.07.2020,GER659191,22.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Selbstabholer,0.0,Vorkasse,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Flavio,Eberius,Wassermannstraße,9,71566,Althütte,Deutschland,12355387P,20.07.2020,GER659192,23.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Lieferung,0.0,Vorkasse,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Nadja,Gängler,Moissistraße,1,72585,Riederich,Deutschland,12355388P,21.07.2020,GER659193,24.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,1,Selbstabholer,0.0,PayPal,0.19,7.967226890756303,41.9327731092437,41.9327731092437,0.0,7.967226890756303,49.9
Smila,Haasler,Waldstraße,1,68804,Altlußheim,Deutschland,12355389P,22.07.2020,GER659194,25.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Lieferung,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Cadmus,Lackner,Helbigstraße,4,72149,Neustetten,Deutschland,12355390P,23.07.2020,GER659195,26.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Selbstabholer,0.0,Vorkasse,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Rosa,Abbey,Gellertstraße,5,69190,Walldorf (Baden),Deutschland,12355391P,24.07.2020,GER659196,27.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Lieferung,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Cainan,Cacic,Gemeinschaftsstraße,65,72501,Gammertingen,Deutschland,12355392P,25.07.2020,GER659197,28.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Selbstabholer,0.0,PayPal,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Miran,Ibrahimovic,Husstraße,8,71394,Kernen im Remstal,Deutschland,12355393P,26.07.2020,GER659198,29.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Lieferung,0.0,Bar,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Sonja,Haasper,Zinsgutstraße,9,69151,Neckargemünd,Deutschland,12355394P,27.07.2020,GER659199,30.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,1,Selbstabholer,0.0,PayPal,0.19,7.967226890756303,41.9327731092437,41.9327731092437,0.0,7.967226890756303,49.9
Adam,Bachmayr,Bärdorfer Zeile,61,72299,Wörnersberg,Deutschland,12355395P,28.07.2020,GER659200,31.07.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Lieferung,0.0,Vorkasse,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Leo,Gaderer,Hauptweg,6,72511,Bingen bei Sigmaringen,Deutschland,12355396P,29.07.2020,GER659201,01.08.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Selbstabholer,0.0,PayPal,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Jardis,Dade,Forsthausallee,98,69198,Schriesheim,Deutschland,12355397P,30.07.2020,GER659202,02.08.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Lieferung,0.0,Bar,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Celine,Baar,Seidenbaustraße,5,71384,Weinstadt,Deutschland,12355398P,31.07.2020,GER659203,03.08.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Selbstabholer,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Pascal,Idrissi,Walther-Nernst-Straße,1,71732,Tamm,Deutschland,12355399P,01.08.2020,GER659204,04.08.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Lieferung,0.0,Bar,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Hayo,Gaab,Ernststraße,48,72189,Vöhringen (Württemberg),Deutschland,12355400P,02.08.2020,GER659205,05.08.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Selbstabholer,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Henryk,Ebling,Pfingstberggasse,8,72145,Hirrlingen,Deutschland,12355401P,03.08.2020,GER659206,06.08.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Lieferung,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Anisha,Kabat,Köpenicker Straße,8,72820,Sonnenbühl,Deutschland,12355402P,04.08.2020,GER659207,07.08.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Selbstabholer,0.0,PayPal,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Berenike,Abdel,Lohnauer Steig,65,69231,Rauenberg,Deutschland,12355403P,05.08.2020,GER659208,08.08.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Lieferung,0.0,Rechnung,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Arthur,Bachmayer,Neltestraße,2,72297,Seewald,Deutschland,12355404P,06.08.2020,GER659209,09.08.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,3,Selbstabholer,0.0,PayPal,0.19,7.967226890756303,41.9327731092437,125.7983193277311,0.0,23.90168067226891,149.7
Quinta,Haarhuis,Abram-Joffe-Straße,8,68542,Heddesheim,Deutschland,12355405P,07.08.2020,GER659210,10.08.2020,SN-0447902,Ultron Mach 2 Glam Edition Schwarz,Haarglätter mit Titanschwimmplatten,49.9,2,Lieferung,0.0,Vorkasse,0.19,7.967226890756303,41.9327731092437,83.8655462184874,0.0,15.934453781512605,99.8
Kaarle,Paegelow,Gellertstraße,9,72401,Haigerloch,Deutschland,12355406P,08.08.2020,GER659211,11.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,2,Selbstabholer,0.0,Rechnung,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Jukka,Paditz,Heidekampweg,2,72355,Schömberg (Zollernalbkreis),Deutschland,12355407P,09.08.2020,GER659212,12.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,1,Lieferung,3.99,Vorkasse,0.19,5.572268907563026,29.327731092436974,29.327731092436974,3.2319000000000004,6.330368907563026,38.89
Dominique,Baba,Wilhelm-Ostwald-Straße,51,71554,Weissach im Tal,Deutschland,12355408P,10.08.2020,GER659213,13.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,2,Selbstabholer,0.0,PayPal,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Ulva,Iacona,Güldenhofer Ufer,14,71101,Schönaich,Deutschland,12355409P,11.08.2020,GER659214,14.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,3,Lieferung,0.0,PayPal,0.19,5.572268907563026,29.327731092436974,87.98319327731092,0.0,16.71680672268908,104.69999999999999
Dalia,Kaddatz,Seidenbaustraße,9,69259,Wilhelmsfeld,Deutschland,12355410P,12.08.2020,GER659215,15.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,2,Selbstabholer,0.0,Vorkasse,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Julia,Abbas,Lohnauer Steig,8,68804,Altlußheim,Deutschland,12355411P,13.08.2020,GER659216,16.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,1,Lieferung,3.99,Rechnung,0.19,5.572268907563026,29.327731092436974,29.327731092436974,3.2319000000000004,6.330368907563026,38.89
Luzia,Babick,Felsenfest,26,71711,Murr,Deutschland,12355412P,14.08.2020,GER659217,17.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,2,Selbstabholer,0.0,Rechnung,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Flora,Kaan,Hackenbergstraße,62,72649,Wolfschlugen,Deutschland,12355413P,15.08.2020,GER659218,18.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,2,Lieferung,0.0,Bar,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Kathleen,Oberbeck,Hauptweg,3,72813,Sankt Johann (Württemberg),Deutschland,12355414P,16.08.2020,GER659219,19.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,1,Selbstabholer,0.0,Vorkasse,0.19,5.572268907563026,29.327731092436974,29.327731092436974,0.0,5.572268907563026,34.9
Irma,Dadas,Eschenbachstraße,9,69190,Walldorf (Baden),Deutschland,12355415P,17.08.2020,GER659220,20.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,1,Lieferung,3.99,Bar,0.19,5.572268907563026,29.327731092436974,29.327731092436974,3.2319000000000004,6.330368907563026,38.89
Olea,Haage,Otto-Franke-Straße,15,72661,Grafenberg,Deutschland,12355416P,18.08.2020,GER659221,21.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,2,Selbstabholer,0.0,PayPal,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Uma,Iacovelli,Hohenbirker Weg,48,71111,Waldenbuch,Deutschland,12355417P,19.08.2020,GER659222,22.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,1,Lieferung,3.99,Vorkasse,0.19,5.572268907563026,29.327731092436974,29.327731092436974,3.2319000000000004,6.330368907563026,38.89
Juna,Jäggle,Gellertstraße,8,72555,Metzingen,Deutschland,12355418P,20.08.2020,GER659223,23.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,1,Selbstabholer,0.0,Rechnung,0.19,5.572268907563026,29.327731092436974,29.327731092436974,0.0,5.572268907563026,34.9
Jella,Obeid,Glanzstraße,2,72649,Wolfschlugen,Deutschland,12355419P,21.08.2020,GER659224,24.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,2,Lieferung,0.0,Rechnung,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Klaus,Gabsch,Hauptweg,1,72417,Jungingen,Deutschland,12355420P,22.08.2020,GER659225,25.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,3,Selbstabholer,0.0,Rechnung,0.19,5.572268907563026,29.327731092436974,87.98319327731092,0.0,16.71680672268908,104.69999999999999
Anisha,Abdulrahman,Eigenheimgasse,1,69469,Weinheim (Bergstraße),Deutschland,12355421P,23.08.2020,GER659226,26.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,2,Lieferung,0.0,PayPal,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Marlene,Oberlies,Handjerystraße,2,72419,Neufra,Deutschland,12355422P,24.08.2020,GER659227,27.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,2,Selbstabholer,0.0,Vorkasse,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Erik,Caka,Dörpfeldstraße,45,72584,Hülben,Deutschland,12355423P,25.08.2020,GER659228,28.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,2,Lieferung,0.0,PayPal,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Jack,Gabb,KGA Holunderbusch,15,72226,Simmersfeld,Deutschland,12355424P,26.08.2020,GER659229,29.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,3,Selbstabholer,0.0,Bar,0.19,5.572268907563026,29.327731092436974,87.98319327731092,0.0,16.71680672268908,104.69999999999999
Kasper,Paede,Bärdorfer Zeile,14,72369,Zimmern unter der Burg,Deutschland,12355425P,27.08.2020,GER659230,30.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,1,Lieferung,3.99,Rechnung,0.19,5.572268907563026,29.327731092436974,29.327731092436974,3.2319000000000004,6.330368907563026,38.89
Alexander,Bachler,Hackenbergstraße,58,72226,Simmersfeld,Deutschland,12355426P,28.08.2020,GER659231,31.08.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,2,Selbstabholer,0.0,PayPal,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Jannis,Paczkowski,Dammweg,2,72250,Freudenstadt,Deutschland,12355427P,29.08.2020,GER659232,01.09.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,3,Lieferung,0.0,Vorkasse,0.19,5.572268907563026,29.327731092436974,87.98319327731092,0.0,16.71680672268908,104.69999999999999
Rudi,Igelmann,Thomas-Müntzer-Straße,84,72145,Hirrlingen,Deutschland,12355428P,30.08.2020,GER659233,02.09.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,1,Selbstabholer,0.0,Vorkasse,0.19,5.572268907563026,29.327731092436974,29.327731092436974,0.0,5.572268907563026,34.9
Linda,Oberländer,Moissistraße,2,72393,Burladingen,Deutschland,12355429P,31.08.2020,GER659234,03.09.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,3,Lieferung,0.0,Bar,0.19,5.572268907563026,29.327731092436974,87.98319327731092,0.0,16.71680672268908,104.69999999999999
Finn,Cala,Silberberger Straße,4,72657,Altenriet,Deutschland,12355430P,01.09.2020,GER659235,04.09.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,2,Selbstabholer,0.0,Vorkasse,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Rita,Haarmann,Oberspreestraße,2,68723,Plankstadt,Deutschland,12355431P,02.09.2020,GER659236,05.09.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,3,Lieferung,0.0,Bar,0.19,5.572268907563026,29.327731092436974,87.98319327731092,0.0,16.71680672268908,104.69999999999999
Rasmus,Jaafar,Albert-Einstein-Straße,14,72175,Dornhan,Deutschland,12355432P,03.09.2020,GER659237,06.09.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,3,Selbstabholer,0.0,Rechnung,0.19,5.572268907563026,29.327731092436974,87.98319327731092,0.0,16.71680672268908,104.69999999999999
Valentin,Jackstadt,Heidemühler Weg,9,72415,Grosselfingen,Deutschland,12355433P,04.09.2020,GER659238,07.09.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,2,Lieferung,0.0,PayPal,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Nils,Ibsen,Eigenheimgasse,1,71546,Aspach bei Backnang,Deutschland,12355434P,05.09.2020,GER659239,08.09.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,2,Selbstabholer,0.0,Vorkasse,0.19,5.572268907563026,29.327731092436974,58.65546218487395,0.0,11.144537815126052,69.8
Luke,Gadomski,Husstraße,1,72514,Inzigkofen,Deutschland,12355435P,06.09.2020,GER659240,09.09.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,1,Lieferung,3.99,PayPal,0.19,5.572268907563026,29.327731092436974,29.327731092436974,3.2319000000000004,6.330368907563026,38.89
Fritzi,Dabbagh,Am Adlergestell,26,72813,Sankt Johann (Württemberg),Deutschland,12355436P,07.09.2020,GER659241,10.09.2020,BAB3400E,BaByliss PRO Trio Air Styler,Warmluft-Curler,34.9,1,Selbstabholer,0.0,Vorkasse,0.19,5.572268907563026,29.327731092436974,29.327731092436974,0.0,5.572268907563026,34.9
