Lastname;Name;Street;HouseNumber;PostalCode;City;Country;email;InvoiceID;InvoiceDate;OrderNr;Ref;Product;n;x;s00;s1;total
Oberhammer;Lucy;Anna-Seghers-Stra·e;27;72351;Geislingen (Zollernalbkreis);Deutschland;Lucy.Oberhammer@gmx.de;FR-21-189016846;05.12.2021;9CJ984YHVMVY;KS3703BWKXXK;Das gro«?e Mystery Wimmelbild-Paket 6 f«¨r PC | 10 x VOLLVERSIONEN | NEUWARE |;1;3;3;0;3
Kabaca;Alba;Bernstadter Weg;24;72664;Kohlberg (WÅrttemberg);Deutschland;Alba.Kabaca@gmx.de;FR-21-615391154;25.07.2021;6IO622JIGFOF;ZI4678IMGXPX;Pet Simulator X Rainbow Galaxy Fox;1;3;3;1;4
Cagan;Daniel;Kîpenicker Stra·e;25;72514;Inzigkofen;Deutschland;Daniel.Cagan@gmx.de;FR-21-950100531;30.01.2021;0SJ949RHXZXV;RE7231IGATRU;Pet Simulator X 100M Diamonds (100.000.000) -sofortige Lieferung!;2;143;286;54;340
Obermeyer;Mae;Rosenweg;14;72510;Stetten am kalten Markt;Deutschland;Mae.Obermeyer@gmx.de;FR-21-479417747;01.01.2021;6FF37OBTOUH;HW37SLJCYG;Star Citizen 1.000.000 aUEC;1;420;420;80;500
Quadflieg;Lutz;Lohnauer Steig;2;72513;Hettingen;Deutschland;Lutz.Quadflieg@gmx.de;FR-21-477782534;16.03.2021;8FE148KUYBZC;KD205VECKTR;Escape From Tarkov 10.000.000 Rubel Roubles Patch 0.12.11 EFT 10M 10 Mio 10 Mil.;1;42;42;8;50
Daffner;Liv;Anna-Seghers-Stra·e;48;71126;GÑufelden;Deutschland;Liv.Daffner@gmx.de;FR-21-160697732;02.01.2021;4KK270VBAKZU;IK164XIQRDE;BPM: BULLETS PER MINUTE GAME! STEAM! KEY NEU REINSCHAUEN;2;84;168;32;200
Gadinger;Lennard;Hoffmannstra·e;8;72513;Hettingen;Deutschland;Lennard.Gadinger@gmx.de;FR-21-704684321;18.05.2021;2NY361ININIC;RY5922PIGPBC;Diablo 2 Resurrected - Spinnenmonsternetz - Arach - Arachnid Mesh - Softcore PC;1;1;1;0;1
Obernberger;Fynn;Steinbachstra·e;9;72514;Inzigkofen;Deutschland;Fynn.Obernberger@gmx.de;FR-21-986778925;24.04.2021;9PP863GUGZQG;NI5917HNUNUO;Diablo 2 Resurrected - D2R - [EU/SC/PC] - H«œnde Auflegen / Laying of Hands;1;76;76;14;90
JÑggi;Romy;Friedenstra·e;2;72539;Pfronstetten;Deutschland;Romy.JÑggi@gmx.de;FR-21-586374676;27.01.2021;9KF31CNRMSR;FM410KDNBSC;Microsoft Flight Simulator Premium Game of the Year 2020 Xbox Series X|S PC Key;1;134;134;26;160
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
