Name,Lastname,Street,HouseNumber,PostalCode,City,Country,HPOrderNumber,CustomerOrderNumber,CustomerOrderDate,CustomerNumber,HPUSTID,n,PNr,Product,Produkt,LSNr,DeliveryDate,PackID,SerialNr,x,s00,a,s0,s1,total,InvoiceNumber
Vinzent,Jackowski,Felsenfest,5,72401,Haigerloch,Deutschland,64D561425623,UGRU10595240,2021-01-03,750524903,DE865500738,1,529E7AO,"ASUS ZenBook Pro Duo 15 OLED (UX582LR-H2046T) 15.6"" Touch Ultra HD Notebook SSD",ASUS ZenBook Pro Duo,783520258,2021-01-10,XZI3HX6B67,GVN65389U7,1.6722689075630253,1.6722689075630253,0.0,1.6722689075630253,0.3177310924369748,1.99,3613898
Eliah,Mace,Wünschelburger Gang,8,72359,Dotternhausen,Deutschland,23P394398927,JFBK9032543,2021-11-11,278028982,DE479937611,1,435M2CB,ASUS F515 Intel DualCore 2.8GHz 8GB RAM Intel UHD 256GB SSD + 1TB HDD Windows 10,Intel DualCore 2.8GHz 8GB RAM Intel UHD 256GB SSD,510425359,2021-11-18,NMH3ME4U80,FTU72894U5,27.722689075630257,27.722689075630257,2.0,29.722689075630257,5.647310924369749,35.370000000000005,5434441
Lisa,Oberhuber,Hollstraße,8,72369,Zimmern unter der Burg,Deutschland,0G980613541,PEJV62829313,2021-12-03,556007792,DE278262799,1,426M6LO,Notebook Lenovo V17 Intel Dual 3.5GHz 16GB RAM 17.3 1TB IntelHD Windows 10,Notebook Lenovo V17 Intel,911349090,2021-12-12,PAE0GU3U34,FOB76282D8,27.722689075630257,27.722689075630257,4.99,32.71268907563026,6.215410924369749,38.92810000000001,7410895
Giulio,Pabst,Richard-Willstätter-Straße,6,72584,Hülben,Deutschland,22E222305135,PVHO68111282,2021-09-25,556241165,DE164664711,1,478O0EW,Neues AngebotDie Siedler 2 Gold Win 95 Laptop Toshiba Satellite Pro 4340 4300 Retro Gaming   ,Neues AngebotDie Siedler 2,515482755,2021-09-30,JFK1AS7V39,PAJ79008E0,14.277310924369747,14.277310924369747,0.0,14.277310924369747,2.712689075630252,16.99,2805208
Amelie,Abanoz,Florian-Geyer-Straße,5,68723,Schwetzingen,Deutschland,62D455442750,SUQZ53149640,2021-06-25,975687543,DE219918061,2,804M3MZ,"Lenovo IdeaPad 5 Pro 82L7004JGE - 14"" 2.8K IPS 90Hz. Ryzen 7 5800U. 16GB RAM.",Lenovo IdeaPad 5 Pro,32933213,2021-06-28,KQC5JG5C64,GOB72887S9,2.512605042016807,5.025210084033614,0.0,5.025210084033614,0.9547899159663867,5.980000000000001,7217046
Vanessa,Iannone,Abtstraße,62,71126,Gäufelden,Deutschland,89L948452225,EEWY82571978,2021-02-23,470523969,DE556130418,1,246J7LG,HP EliteBook 8470p. Intel Core i7-3540M 3.0GHz. 1x 8GB DDR3. FireWire UMTS +NT,Book 8470p. Intel Core i7,75666455,2021-02-27,AKP6SI4J71,CPU21697G0,3.3529411764705888,3.3529411764705888,3.0,6.352941176470589,1.207058823529412,7.5600000000000005,4726234
Isabell,Dachsel,Kiehnwerderallee,6,68789,Sankt Leon-Rot,Deutschland,22Y144441706,MOLQ82511354,2021-11-26,248326399,DE669880706,1,120L5LI,Microsoft Surface Pro 3  Intel Core i7 4650 8GB RAM 256GB SSD Tastatur Win10Pro,Microsoft Surface Pro 3,803113297,2021-11-30,DRT2CG7S22,SMX77843B1,75.6218487394958,75.6218487394958,0.0,75.6218487394958,14.368151260504202,89.99000000000001,9106227
David,Laaß,Kiehnwerderallee,84,71229,Leonberg (Württemberg),Deutschland,35W549226828,FHQT55459922,2021-10-07,148254054,DE954776814,1,730D9OR,"HUAWEI MateBook D 16 Space Gray 40.89cm (16.1"") IPS. AMD Ryzen 5. 16GB RAM.",HUAWEI MateBook D 16 Space,562293901,2021-10-07,AMZ4FH4J50,NTO38461K0,8.394957983193278,8.394957983193278,1.69,10.084957983193277,1.9161420168067227,12.0011,9386571
Edwin,Cakal,Albert-Einstein-Straße,9,72585,Riederich,Deutschland,8N728112291,ZJEF828741,2021-11-21,592988971,DE220661849,2,867R1CR,Neues AngebotLenovo V15 ADA Iron Grey Notebook Laptop 15 Zoll,Neues AngebotLenovo V,544140243,2021-11-27,PKM3QA6W0,WAE24998V2,33.60504201680673,67.21008403361346,0.0,67.21008403361346,12.769915966386556,79.98000000000002,2692408
Theo,Jablonska,Seidenbaustraße,61,72224,Ebhausen,Deutschland,96T178244476,PIWE41159709,2021-04-22,921664394,DE397537418,1,598S9NO,"HP Pavilion 15-ec1234ng 15.6"" FHD 144Hz Ryzen 5 4600H GTX 1650 16GB RAM 512GB",HP Pavilion 15-ec,562177154,2021-04-25,SXA9QG8W33,HRU16232J5,42.00840336134454,42.00840336134454,0.0,42.00840336134454,7.981596638655463,49.99,1178579
Mara,Obermaier,Hollstraße,95,72474,Winterlingen,Deutschland,10G231492650,NXRV70104105,2021-05-11,510233865,DE743227647,1,356Y2QR,NOTEBOOK 17 ZOLL LENOVO V17 - CORE i5 - BIS 32GB RAM 2TB SSD - WINDOWS 10 PRO,NOTEBOOK 17 ZOLL LENOVO,858675914,2021-05-15,CSE1YU6V75,LUA98105P0,1.6722689075630253,1.6722689075630253,7.56,9.232268907563025,1.7541310924369748,10.9864,9831835
Delia,Baasner,Weerthstraße,2,71540,Murrhardt,Deutschland,29E80759405,MSAG36254535,2021-11-06,275279123,DE461230645,1,12R6YB,"Dell Latitude 7200 2-in-1 LTE i5-8365U Quad-Core 8GB 256GB NVMe 12.3"" DE SET",Dell Latitude 7200 2-in,339746411,2021-11-15,MKW8YL1N1,CRK33401Z6,126.0420168067227,126.0420168067227,0.0,126.0420168067227,23.947983193277313,149.99,1984147
Fabienne,Laakmann,KGA Einigkeit II,12,71134,Aidlingen,Deutschland,69A216349845,QXKM69115356,2021-06-24,585914123,DE42548198,1,125R3HJ,Lenovo ThinkPad X395 X280 Notebook Ryzen 7 3700U 16GB SSD Windows Fingerprint,Lenovo ThinkPad X,885141731,2021-07-01,IVR2GA8S69,WAC18852L0,42.00840336134454,42.00840336134454,2.55,44.55840336134454,8.466096638655463,53.0245,2586024
Miro,Ibraim,Lohnauer Steig,6,71397,Leutenbach (Württemberg),Deutschland,7Z617422854,WLFP39764649,2021-04-17,410063985,DE51524744,1,843M7AQ,"ACER Aspire 5 15.6"" Full-HD Ryzen 3 5300U 8GB 256GB SSD Win 10 Home Silber HDMI","ACER Aspire 5 15.6"" Full",185376059,2021-04-22,GIK1ZO0D22,WUZ49876Y4,126.0420168067227,126.0420168067227,0.0,126.0420168067227,23.947983193277313,149.99,3082597
Ella,Aatz,Adlergestell,23,68542,Heddesheim,Deutschland,93S448900573,ZVRL74541309,2021-01-26,161668026,DE167714373,1,276Y3KN,"Apple MacBook Pro 13"" MYD92D/A Spacegrau - 13"" Retina IPS Display. Apple M1","Apple MacBook Pro 13""",963472445,2021-01-29,ZII6VW3U93,CWQ36118E3,1.6722689075630253,1.6722689075630253,0.0,1.6722689075630253,0.3177310924369748,1.99,1237317
Emil,Macar,Thomas-Müntzer-Straße,3,72355,Schömberg (Zollernalbkreis),Deutschland,78R50509343,MCGI9218894,2021-01-21,354644380,DE556998843,1,511U5MZ,"Ultrabook Lenovo ThinkPad T470s Core i7-6600U 8GB 256GB SSD 14"" 1920x1080 IPS",Ultrabook Lenovo ThinkPad,865402554,2021-01-26,ZOR5DW9Q28,KBT2373V3,5.369747899159663,5.369747899159663,2.99,8.359747899159665,1.5883521008403363,9.9481,4895368
Xanthe,Iber,Hauptweg,1,71229,Leonberg (Württemberg),Deutschland,87C436185673,XIWH46291549,2021-12-01,298697465,DE189115183,1,19T3KX,"Medion Erazer Defender E10 (30033652) 17.3"" Full HD Gaming Notebook GTX 1650",Medion Erazer Defender,989502346,2021-12-01,JVU0GP0Z20,MJT36107N3,51.25210084033614,51.25210084033614,3.0,54.25210084033614,10.307899159663867,64.56,9646580
Fatih,Obermüller,Selchowstraße,48,72513,Hettingen,Deutschland,1J562663773,ACDD67631856,2020-12-17,735339949,DE219669633,1,845D7KF,"HP 250 G8 34N34ES 15.6"" Full HD. Intel i5-1035G1. 8GB RAM. 512GB SSD. FreeDOS",HP 250 G8 34N,123489024,2020-12-25,FTO3MN6Y32,EEF22504C5,302.51260504201684,302.51260504201684,0.0,302.51260504201684,57.4773949579832,359.99000000000007,1762780
René,Iffland,Schneckenburgerstraße,2,72135,Dettenhausen,Deutschland,34H544556642,LAOW79821395,2021-09-05,968128400,DE252414228,1,603W8HU,"Lenovo Yoga Slim 7 82A200ALGE - 14"" FHD IPS. AMD Ryzen 5 4500U. 16GB RAM. 512GB",Lenovo Yoga Slim 7,152839630,2021-09-14,JVN5KP1O60,VAR28688P4,5.033613445378152,5.033613445378152,1.22,6.253613445378152,1.1881865546218489,7.441800000000001,4204126
Morris,Ibrahimi,Hoffmannstraße,9,71384,Weinstadt,Deutschland,7E318915063,SZUE76029859,2020-12-11,500328880,DE297261877,1,367G4SX,Apple MacBook Air (M1. 2020) MGND3D/A Gold Apple M1 Chip mit 7-Core CPU. 8GB,Apple MacBook Air (M1.,867519910,2020-12-12,HJB9OS3G93,UMW19321H9,84.02521008403362,84.02521008403362,0.0,84.02521008403362,15.964789915966387,99.99000000000001,1418024
Paris,Haan,Wassermannstraße,25,72810,Gomaringen,Deutschland,23R493783460,BYPY29029326,2021-01-05,872202208,DE612731673,1,769Y3LK,"Lenovo Thinkpad W530 8GB 15.6"" K1000M   #77",Lenovo Thinkpad W,796588582,2021-01-07,TSC4LJ0O11,QOF42014U3,8.394957983193278,8.394957983193278,1.99,10.384957983193278,1.9731420168067229,12.3581,2441892
Catrin,Oberdörfer,Bärdorfer Zeile,51,72218,Wildberg (Schwarzwald),Deutschland,87P671170956,CZCZ72741702,2020-12-27,492943110,DE638546424,3,207P3AV,Lenovo AMD 3020 Dual Core 2.6 GHz 4GB RAM 256GB SSD Radeon HD Windows 10 Home,Dual Core 2.6 GHz 4GB RAM 256GB,357143709,2020-12-27,UAQ5RJ5D49,AGF82705U2,16.798319327731093,50.39495798319328,1.7,52.09495798319328,9.898042016806723,61.99300000000001,3312825
Fiona,Machau,Silberberger Straße,5,72415,Grosselfingen,Deutschland,36C95265390,VZVJ85223756,2021-12-08,240350989,DE773058273,1,606E9VX,"MSI GE70 Gaming | 17.3"" FHD | i5 bis 4x3.2 GB | SSD+HDD | 8 GB RAM | Win 10Pro",MSI Katana GF76 0017L2-260,532694969,2021-12-16,OXE8PL8H85,BXT30751P0,142.84873949579833,142.84873949579833,0.0,142.84873949579833,27.141260504201682,169.99,4283433
Edwin,MacDonald,Wassermannstraße,9,72358,Dormettingen,Deutschland,76O675402927,IRXZ84839085,2021-11-12,21606227,DE571739021,1,818E5IG,ASUS F515 Intel DualCore 2.8GHz 8GB RAM Intel UHD 256GB SSD Windows 10 Pro,ASUS F515 Intel DualCore,783434180,2021-11-18,AQL2RC4A15,OJB88931M7,1.6722689075630253,1.6722689075630253,1.0,2.6722689075630255,0.5077310924369749,3.1800000000000006,5747315
Ben,Laarmann,Gondeker Straße,1,71154,Nufringen,Deutschland,63B63226929,RRAD16649062,2021-08-08,541877933,DE298649764,2,141J0KZ,Lenovo V15-IGL Intel Dual Core 2.8 GHz 4GB RAM 1TB HDD 15.6 Zoll Intel HD Grafik,Lenovo V15-IGL Intel Dual,858601194,2021-08-10,RPL3TR0K38,CIZ47755A5,168.05882352941177,336.11764705882354,0.0,336.11764705882354,63.862352941176475,399.98,8586121
Jardis,Oakley,Eichbuschallee,62,72631,Aichtal,Deutschland,34H788210786,SDFD84406931,2021-05-18,639269495,DE76171064,1,45H6NK,"HP 250 G8 34N37ES 15.6"" Full HD. Intel i5-1035G1. 16GB RAM. 512GB SSD. Windows",HP 250 G8 34N,715126328,2021-05-21,NAT6KH0K65,YNJ11210O6,27.722689075630257,27.722689075630257,1.22,28.942689075630256,5.499110924369749,34.4418,1319100
Paul,Iden,Handjerystraße,7,71711,Steinheim an der Murr,Deutschland,18L226631079,AVCU8489160,2021-07-23,27425623,DE801055941,1,19U7LT,Apple MacBook Pro Retina 15.4â€œ TOUCHBAR i7 2.8 Ghz 512 GB SSD 16 GB Ram SILBER,Apple MacBook Pro Retina,755756386,2021-08-01,ZMK3HY7E70,NED53800J9,13.436974789915967,13.436974789915967,0.0,13.436974789915967,2.5530252100840336,15.99,5149169
Beat,Lachnit,Altheider Straße,2,71735,Eberdingen,Deutschland,80R356758007,LCAB95753167,2020-12-23,239737992,DE569438043,1,134S9QN,"Neues AngebotASUS TUF Gaming F15 FX506HCB-HN182W - 15.6"" FHD IPS 144Hz. Intel i5-11. 16 GB",Neues AngebotASUS TUF,980546026,2020-12-27,FKO9PQ7X83,TBO84737O0,3.3529411764705888,3.3529411764705888,0.0,3.3529411764705888,0.6370588235294119,3.9900000000000007,2742317
Tima,Haberberger,KGA Holunderbusch,6,69429,Waldbrunn (Odenwald),Deutschland,25L977530709,ICRQ88439815,2021-03-06,855201873,DE27516322,1,631C2FH,"Lenovo IdeaPad 3 17"" AMD 3050U 4GB/256GB Win10Home grau Notebook HDMI USB Webcam","Lenovo IdeaPad 3 17"" AMD",446295477,2021-03-09,QWH2IZ5T71,PFU33240P7,16.798319327731093,16.798319327731093,2.1,18.898319327731095,3.590680672268908,22.489000000000004,6754141
Jen,Oberascher,Gellertstraße,4,72800,Eningen unter Achalm,Deutschland,72U632152054,NEWH39729036,2021-05-08,356281059,DE319509474,1,863H4XJ,"HP 17-cn0135ng Natural Silver Notebook 17.3"" i3 8GB RAM 256GB SSD FHD W10",HP 17,963776582,2021-05-14,HAK4SH9A4,OHE51244O4,84.02521008403362,84.02521008403362,0.0,84.02521008403362,15.964789915966387,99.99000000000001,6178782
Henrik,Pachale,Thelenstraße,8,72631,Aichtal,Deutschland,64C197967173,HNLT25650363,2021-11-04,536244803,DE678390027,1,465J8OF,LENOVO IdeaPad 3 Chromebook 14IGL05 14 Zoll 64GB eMMC Celeron N 4GB RAM B-WARE,LENOVO IdeaPad 3 Chromebook,494159407,2021-11-09,LKP8IT3M7,XEB27178G3,13.436974789915967,13.436974789915967,2.1,15.536974789915966,2.9520252100840336,18.489,2136327
Jasmin,Obendorf,Abtstraße,1,72661,Grafenberg,Deutschland,3O525898874,NQGQ40231236,2021-01-12,960132851,DE961004166,1,172Q9WH,Acer Nitro AN517 Intel Core i7-11800 17.3 16GB RAM 512GB SSD RTX 3060 Windows 10,Acer Nitro AN,897531228,2021-01-12,IVT3BU5G23,QYB51440G3,1.6722689075630253,1.6722689075630253,0.0,1.6722689075630253,0.3177310924369748,1.99,3687457
Amelie,Jaede,Arndtstraße,3,72532,Gomadingen,Deutschland,47C104600050,OROP8759749,2021-11-27,975822533,DE662925042,1,598R9QY,Neues AngebotNOTEBOOK LENOVO THINKPAD T570 CORE i5-7300U 2x 2.6GHz 8GB RAM 256GB SSD WLAN,Neues AngebotNOTEBOOK LENOVO THINKPAD,466024319,2021-12-06,VTL5WD0X30,DTQ21578V9,42.00840336134454,42.00840336134454,0.0,42.00840336134454,7.981596638655463,49.99,406962
Eliah,Cakan,Justus-von-Liebig-Straße,2,72587,Römerstein,Deutschland,80M41969534,DVJD43328250,2021-04-10,551315340,DE662694980,1,487X9YC,"HP 15s-fq2155ng Natural Silver Notebook 15.6"" i5 16GB RAM 512GB SSD FHD W10",HP 15s-fq2155ng Natural Silver,185140542,2021-04-13,VVA7SH0C79,QRD12622M4,25.201680672268907,25.201680672268907,3.0,28.201680672268907,5.358319327731093,33.56,7575552
Emil,Cajic,Wünschelburger Gang,6,72582,Grabenstetten,Deutschland,47Z617891971,ETOE28107121,2021-08-21,829054575,DE983085920,1,20M0ZT,Lenovo Intel Dual Core 2.8 GHz 4GB RAM 256GB SSD Intel HD Grafik Windows 10 Pro,Lenovo Intel Dual Core,405457997,2021-08-21,PWN1EI3A54,IPO52062Z7,168.05882352941177,168.05882352941177,0.0,168.05882352941177,31.931176470588237,199.99,1905474
Gabrielle,Dabels,Aprikosensteig,23,72820,Sonnenbühl,Deutschland,83H988180589,BYSF74066321,2021-06-29,832380184,DE711049018,2,687D3KC,"Lenovo ThinkPad T14s G1 | 14""| AMD Ryzen 7 PRO 4750U | 16GB RAM | 512GB SSD",Lenovo ThinkPad T14s G1,547674513,2021-07-04,CJH1BL0V72,ZEQ56131F9,25.201680672268907,50.403361344537814,0.0,50.403361344537814,9.576638655462185,59.98,6322902
Igor,Pacino,Frauenlobstraße,25,72818,Trochtelfingen,Deutschland,74Y355132859,EWZE52295514,2020-12-27,237914453,DE505912074,1,984Y2FD,Notebook HP AMD Ryzen5 5500 6-Kern 4GHz 16GB 512GB SSD AMD Radeon Windows 10 Pro,Notebook HP AMD Ryzen5,578206271,2021-01-05,AFM2GZ4E63,OQJ89232G5,42.00840336134454,42.00840336134454,4.99,46.99840336134454,8.929696638655463,55.92810000000001,5476158
Jannik,Gabele,Eichbuschallee,1,72336,Balingen,Deutschland,43M502269348,FAGL77816352,2021-10-17,709499776,DE873341759,1,758W9EV,"Convertible Panasonic Toughbook CF-C2 MK2 12.5"" Touchdisplay Core i5 8GB RAM 256",Convertible Panasonic Toughbook,30156623,2021-10-24,GFG2XK6B53,RII17658A6,100.83193277310924,100.83193277310924,0.0,100.83193277310924,19.158067226890758,119.99000000000001,3064291
Elisabeth,Jähnichen,Neltestraße,25,72589,Westerheim (Württemberg),Deutschland,97B367950905,FODZ43009322,2021-08-25,298198615,DE406096174,2,171N8HP,Notebook HP AMD Ryzen3 Quad 3.8GHz 17.3 16GB RAM 512GB SSD AMD Radeon Windows 10,Notebook HP AMD,834240967,2021-08-31,LAX2AC1D67,LJG56042A9,27.722689075630257,55.44537815126051,0.0,55.44537815126051,10.534621848739498,65.98000000000002,6403642
Haima,Machoczek,Felsenfest,95,72535,Heroldstatt,Deutschland,36P178426560,PWQI9346869,2021-08-30,452352092,DE1448969,2,135S2ZC,"Notebook ASUS F515MA-BQ549 15.6"". Celeron N4020. 8GB DDR4. 256GB. Win 10 Home",Notebook ASUS F,225451760,2021-08-31,KGZ2UX7T18,BXG42812P5,27.722689075630257,55.44537815126051,1.99,57.435378151260515,10.912721848739498,68.34810000000002,9886224
Deenah,Kaddoura,Silberberger Straße,2,69427,Mudau,Deutschland,82A167614290,PTDA7406564,2021-05-20,659787232,DE674445761,1,879L9HH,"HP ENVY x360 15-es0154ng 15.6"" FHD IPS Touch. Intel i5-1135G7. 8GB RAM. 512GB",HP ENVY x,399309776,2021-05-22,BXJ0GK2U66,DPM19303S9,5.873949579831933,5.873949579831933,1.4,7.273949579831934,1.3820504201680675,8.656,1298073
Miriam,Obermayer,Walther-Nernst-Straße,25,72479,Straßberg,Deutschland,32I487811033,DZEU33818884,2021-09-26,15185078,DE299393961,2,669X1JE,"Acer Chromebook Spin 513 (CP513-1H-S72Y) 13.3"" IPS Touch. Snapdragon 7180c",Acer Chromebook Spin,419692628,2021-10-02,WXG3CX3G74,TCE99097J3,42.00840336134454,84.01680672268908,1.5,85.51680672268908,16.248193277310925,101.76500000000001,4499937
Jennifer,Oben,Heidekampweg,12,72655,Altdorf bei Nürtingen,Deutschland,23A783575348,EOSJ77183549,2021-08-19,257022294,DE513675837,1,844T7MO,Neues AngebotLenovo ThinkPad T430 Core i7-3520M 2.6GHz 8GB 128GB SSD 1600x900 nVidia Cam,Neues AngebotLenovo ThinkPad,341194696,2021-08-25,VOJ1VK8W75,CGQ43639K3,100.83193277310924,100.83193277310924,0.0,100.83193277310924,19.158067226890758,119.99000000000001,8496494
Aras,Labuhn,Genossenschaftsstraße,26,71563,Affalterbach,Deutschland,92R390425428,JRLF94590787,2021-06-27,587193208,DE246151639,1,540X5PP,"Neues AngebotDell Latitude 12 7212 WiFi Rugged Tablet i5-7300U 8GB 256GB SSD Win10 11.3"" A",Neues AngebotDell Latitude,917115801,2021-07-04,CZQ3TR2S60,XYN64364M3,25.201680672268907,25.201680672268907,2.56,27.761680672268906,5.274719327731092,33.0364,3495288
Taylor,Jachmann,Zinsgutstraße,25,72299,Wörnersberg,Deutschland,64W233942012,JSMV20626511,2021-08-02,104467812,DE787880624,2,722Q0TE,"Lenovo IdeaPad Duet 3 10IGL5 2in1 Convertible Notebook Tablet 26.16cm 10.3"" IPS",Lenovo IdeaPad Duet,97880915,2021-08-05,GXN9BO4T64,PXL36898R3,25.201680672268907,50.403361344537814,2.1,52.503361344537815,9.975638655462186,62.479,8295908
Kilian,Paduch,Abtstraße,25,72362,Nusplingen,Deutschland,95T675796317,FYXB60089116,2021-03-20,596969908,DE325925321,2,810C5VZ,"Asus Notebook D515DA AMD Ryzen5 3500U Quadcore 15.6"" FullHD 8GB RAM 256GB SSD",Asus Notebook D515DA AMD,511674572,2021-03-24,AWS7IQ8W21,WVL2682O1,2.512605042016807,5.025210084033614,0.0,5.025210084033614,0.9547899159663867,5.980000000000001,1373933
Kevin,Pähler,Genossenschaftsstraße,58,72406,Bisingen,Deutschland,18E830111153,BQBI29932191,2021-01-31,75300857,DE403405459,1,10X4OC,Notebook HP AMD Ryzen 5 5500 6-Kern 4GHz 16GB 1TB SSD AMD Radeon Windows 10 Pro,Notebook HP AMD Ryzen,408811540,2021-02-07,RKM4HD7O30,VZO66250Z5,2.512605042016807,2.512605042016807,0.0,2.512605042016807,0.47739495798319337,2.9900000000000007,4711028
Jarin,Padel,Eschenbachstraße,3,72299,Wörnersberg,Deutschland,48L567144852,KFTQ95596932,2020-12-22,326633002,DE371025601,1,393H7EJ,"HP 250 G7 Dark Ash Notebook 15.6"" i5 16GB RAM 512GB SSD FHD W10",HP 250 G7 Dark,903428384,2020-12-26,URB1GH5S2,WAG75213F4,58.81512605042017,58.81512605042017,0.0,58.81512605042017,11.174873949579831,69.99,7261497
Klaus,Paege,Friedenstraße,48,72393,Burladingen,Deutschland,45Y988532583,XJAD5896526,2021-03-08,387036190,DE352561458,1,904W1BU,"Lenovo X260 12.5"" LED HD IPS Notebook IntelÂ® i7 6500U 16GB RAM 256GB SSD Win 10","Lenovo X260 12.5"" LED",886501416,2021-03-17,UFG2PB4W68,OTP9201D4,3.941176470588236,3.941176470588236,6.43,10.371176470588235,1.9705235294117647,12.3417,3620035
Jannik,Padilla,Güldenhofer Ufer,9,72351,Geislingen (Zollernalbkreis),Deutschland,75W780066288,TPYE15127389,2021-06-16,758317315,DE455192806,1,5N7YA,"Panasonic ToughBook CF-52 i5 15.4"" 8 GB RAM 256 GB SSD Windows 7 RS232 MK3",Panasonic ToughBook CF,440523054,2021-06-22,GFP7DV0E71,WUE64897U8,8.394957983193278,8.394957983193278,1.99,10.384957983193278,1.9731420168067229,12.3581,6721784
Damian,Caglayan,Rosenweg,4,72532,Gomadingen,Deutschland,30K810868628,SXWI93018575,2021-05-26,847641593,DE489805119,1,353P5CW,Schenker XMG Neo 15 2021 Ryzen 7 5800H RTX 3070 140W TGP 512GB Notebook,Schenker XMG Neo 15,109866940,2021-06-01,GDG5IN4R44,FGM41524H6,126.0420168067227,126.0420168067227,1.65,127.6920168067227,24.261483193277314,151.95350000000002,8454825
Bentje,Kacmaz,Wünschelburger Gang,1,69221,Dossenheim,Deutschland,13W120293685,XGKD38075234,2021-01-29,630249475,DE331311961,2,377Y1UC,"HP Chromebook x360 14a-ca0140ng 14"" FHD IPS Touch. Intel N5030. 4GB RAM. 128GB",HP Chromebook x360 14a-ca0140ng,27194061,2021-02-03,WEX5JD0B46,LPH17531G1,2.512605042016807,5.025210084033614,1.54,6.565210084033614,1.2473899159663868,7.8126000000000015,1222081
Birte,Baade,Am Studio,25,71277,Rutesheim,Deutschland,80O280147610,VHKU53805119,2021-02-18,45217702,DE54383891,1,772K2FK,"HP 14s-fq1155ng 14"" FHD IPS. Ryzen 5 5500U. 8GB RAM. 512GB SSD. Windows 10","HP 14s-fq1155ng 14"" FHD",417572759,2021-02-25,BGB8BC3Y49,RGR24395A2,51.25210084033614,51.25210084033614,0.0,51.25210084033614,9.737899159663867,60.99000000000001,4441730
Falko,Eberhart,KGA Am Teltowkanal III,64,71554,Weissach im Tal,Deutschland,85S4264896,KTWA56958869,2021-01-27,813043858,DE926565754,1,710G7UQ,Notebook HP AMD Ryzen 3 Quad 3.8GHz 17.3 16GB RAM 1TB SSD AMD Radeon Windows 10,AMD Ryzen 3 Quad 3.8GHz 17.3 16GB RAM 1TB SSD AMD Radeon Windows 10,418165610,2021-02-01,FUR3UK5V34,DOK47648W0,3.3529411764705888,3.3529411764705888,0.0,3.3529411764705888,0.6370588235294119,3.9900000000000007,1472780
Ulf,Jackmuth,KGA Einigkeit II,65,72379,Hechingen,Deutschland,18L164496054,LTVB16729685,2021-11-26,41069644,DE825361955,1,513G5GU,HP Chromebook 14a-na0220ng 14 Zoll 64 GB eMMC Intel Celeron 4 GB RAM B-WARE,HP Chromebook 14a-na0220ng 14,201502760,2021-12-05,FSK9XW8J99,ORT28445V4,5.369747899159663,5.369747899159663,0.0,5.369747899159663,1.020252100840336,6.39,9019485
Luca,Quade,Husstraße,15,72511,Bingen bei Sigmaringen,Deutschland,97M964589997,HKJP9635700,2021-12-05,919822837,DE623638668,1,539H0SO,"HP 255 G8 45R25ES 15.6"" FHD IPS. AMD Ryzen 5 5500U. 16GB RAM. 512GB SSD.",HP 255 G8 45R,523860697,2021-12-12,OZL7UF8L31,HIB96119X3,142.84873949579833,142.84873949579833,0.0,142.84873949579833,27.141260504201682,169.99,5861221
Finn,Baccouche,Glanzstraße,45,72147,Nehren (Württemberg),Deutschland,30W595223414,RFLK3257487,2020-12-18,455172788,DE358001497,1,566A5AE,ASUS Gaming Ryzen 7 5800H 8-Kern 4.4GHz RTX 3060 32GB RAM 1TB SSD WINDOWS 10,ASUS Gaming Ryzen,501327325,2020-12-26,UIX2SR4V97,ZDC70428C4,51.25210084033614,51.25210084033614,2.0,53.25210084033614,10.117899159663867,63.370000000000005,5341984
Haile,Pachmann,Barbara-McClintock-Straße,5,72661,Grafenberg,Deutschland,75W390043203,VJLV35891337,2021-06-07,221116739,DE146139922,1,827H9XB,HP 17-cn0646ng Notebook 17.3 Zoll (i3-1115G4. 8 GB RAM. 512 GB SSD),HP 17-cn0646ng,692762945,2021-06-10,XMK1PX0W73,HKX13103C3,5.033613445378152,5.033613445378152,0.0,5.033613445378152,0.9563865546218489,5.990000000000001,3312630
Katharina,Jägers,Florian-Geyer-Straße,9,72537,Mehrstetten,Deutschland,16L208023055,EZQG67628857,2021-08-28,136604126,DE777208984,1,232C3JP,NOTEBOOK 15 ZOLL FULL HD ASUS D513i - RYZEN 7 8-CORE - WINDOWS 11 PRO - OFFICE,NOTEBOOK 15 ZOLL FULL,631211955,2021-09-06,VNQ0OU8Q72,PPC94402H7,3.3529411764705888,3.3529411764705888,1.69,5.042941176470588,0.9581588235294117,6.0011,6443325
Carl,Maarouf,Friedlander Straße,15,72186,Empfingen,Deutschland,10R466112659,GYWD96554152,2021-09-17,555376043,DE315016055,1,390A4QH,Notebook HP Intel i7 QuadCore 3.9GHz 16GB 1TB SSD Intel Iris HD Windows 10 Pro,Notebook HP Intel i7,352755284,2021-09-18,SKW6XQ1W6,CJD60051N3,168.05882352941177,168.05882352941177,1.65,169.70882352941177,32.24467647058824,201.95350000000002,3491054
Dorothee,Kadi,Magnusstraße,25,69502,Hemsbach (Bergstraße),Deutschland,37Y855917069,GKUS34605455,2021-01-11,123743041,DE927574588,1,362N2TG,"Notebook 14"" Lenovo ThinkPad T470s Core i5-7200U / 7300U 8GB 256GB SSD FHD IPS","Notebook 14"" Lenovo ThinkPad",591609195,2021-01-18,EFR8KO7V60,YCO14999S5,1.6722689075630253,1.6722689075630253,2.0,3.6722689075630255,0.6977310924369748,4.37,8626706
